	age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	income
13	37	 Self-emp-not-inc	 Assoc-voc	9	 Married-spouse-absent	 Prof-specialty	 Unmarried	 Other	 Female	45960	1943	43	 Peru	 <=50K
14	66	 State-gov	 Doctorate	5	 Separated	 Protective-serv	 Other-relative	 Black	 Male	20824	3024	16	 Mexico	 <=50K
15	54	 Self-emp-inc	 1st-4th	10	 Married-spouse-absent	 Exec-managerial	 Own-child	 Black	 Female	22188	1889	49	 India	 <=50K
16	26	 Self-emp-inc	 9th	7	 Married-AF-spouse	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Male	69397	854	68	 Jamaica	 <=50K
17	78	 Self-emp-not-inc	 Prof-school	7	 Separated	 Farming-fishing	 Other-relative	 Asian-Pac-Islander	 Male	46175	3293	51	 Nicaragua	 >50K
18	54	 Self-emp-inc	 Preschool	6	 Married-civ-spouse	 Protective-serv	 Own-child	 Asian-Pac-Islander	 Female	68594	3674	74	 Japan	 <=50K
19	34	 Self-emp-inc	 12th	8	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Other	 Female	33755	2492	52	 Mexico	 <=50K
20	31	 Self-emp-inc	 1st-4th	12	 Married-AF-spouse	 Handlers-cleaners	 Own-child	 Other	 Male	57575	1209	78	 Mexico	 >50K
21	41	 Self-emp-not-inc	 1st-4th	9	 Married-civ-spouse	 Farming-fishing	 Own-child	 Black	 Female	30737	940	59	 Iran	 <=50K
22	31	 Self-emp-not-inc	 1st-4th	5	 Married-civ-spouse	 Sales	 Other-relative	 Other	 Male	62060	2348	33	 Outlying-US(Guam-USVI-etc)	 <=50K
23	73	 Self-emp-inc	 Doctorate	6	 Separated	 Farming-fishing	 Own-child	 Asian-Pac-Islander	 Female	78464	2005	42	 Italy	 >50K
24	34	 Self-emp-not-inc	 Assoc-voc	11	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Black	 Male	42895	1047	53	 Holand-Netherlands	 <=50K
25	54	 Self-emp-inc	 HS-grad	10	 Married-civ-spouse	 Priv-house-serv	 Own-child	 Asian-Pac-Islander	 Female	36622	2812	66	 Hong	 <=50K
26	68	 Private	 Bachelors	11	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Black	 Female	54031	2267	58	 Jamaica	 >50K
27	72	 Self-emp-inc	 Doctorate	9	 Never-married	 Craft-repair	 Own-child	 Asian-Pac-Islander	 Male	65023	1195	47	 Iran	 >50K
28	78	 Private	 HS-grad	9	 Never-married	 Handlers-cleaners	 Other-relative	 Black	 Male	81355	3237	54	 Japan	 >50K
29	58	 Self-emp-inc	 Masters	9	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Male	55564	2548	38	 Laos	 >50K
30	55	 Self-emp-inc	 7th-8th	13	 Married-civ-spouse	 Exec-managerial	 Own-child	 Black	 Female	31570	1685	62	 Laos	 >50K
31	80	 Self-emp-inc	 9th	9	 Never-married	 Other-service	 Own-child	 Black	 Female	45524	3182	36	 Jamaica	 >50K
32	50	 Private	 7th-8th	8	 Married-spouse-absent	 Other-service	 Own-child	 Asian-Pac-Islander	 Female	73468	2191	53	 Germany	 <=50K
33	35	 Self-emp-inc	 Assoc-voc	5	 Never-married	 Farming-fishing	 Other-relative	 Other	 Female	56514	988	23	 India	 <=50K
34	24	 State-gov	 Doctorate	5	 Married-civ-spouse	 Prof-specialty	 Unmarried	 Other	 Female	48022	1600	34	 Peru	 <=50K
35	40	 Self-emp-not-inc	 11th	11	 Married-civ-spouse	 Farming-fishing	 Unmarried	 Other	 Female	37464	1849	68	 Italy	 <=50K
36	25	 Self-emp-not-inc	 11th	6	 Married-civ-spouse	 Priv-house-serv	 Other-relative	 Black	 Male	9535	1223	28	 India	 <=50K
37	73	 Self-emp-inc	 Masters	9	 Married-spouse-absent	 Other-service	 Unmarried	 Asian-Pac-Islander	 Female	34734	3036	57	 Honduras	 <=50K
38	21	 Self-emp-not-inc	 Masters	6	 Married-civ-spouse	 Protective-serv	 Own-child	 Black	 Male	62411	2103	58	 Japan	 <=50K
39	67	 Private	 Prof-school	6	 Never-married	 Protective-serv	 Other-relative	 Asian-Pac-Islander	 Male	62409	3141	54	 Hong	 >50K
40	71	 Self-emp-inc	 Prof-school	7	 Never-married	 Prof-specialty	 Own-child	 Asian-Pac-Islander	 Male	67923	3088	49	 Hong	 >50K
41	81	 Self-emp-inc	 Assoc-acdm	6	 Never-married	 Exec-managerial	 Other-relative	 Black	 Male	39965	3186	32	 Peru	 >50K
42	35	 Self-emp-inc	 Masters	11	 Married-civ-spouse	 Other-service	 Other-relative	 Other	 Female	79996	1621	58	 Hungary	 >50K
43	54	 Self-emp-inc	 12th	7	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Black	 Male	40588	1777	42	 Laos	 <=50K
44	63	 Self-emp-inc	 9th	13	 Married-spouse-absent	 Exec-managerial	 Own-child	 Other	 Female	48125	1777	49	 Hungary	 >50K
45	65	 Self-emp-inc	 Preschool	5	 Never-married	 Protective-serv	 Other-relative	 Other	 Female	70409	3117	33	 Jamaica	 >50K
46	59	 Private	 Masters	8	 Married-spouse-absent	 Prof-specialty	 Other-relative	 Black	 Male	85720	3141	63	 Iran	 >50K
47	69	 Self-emp-not-inc	 Masters	8	 Never-married	 Priv-house-serv	 Other-relative	 Black	 Male	54986	3587	48	 Outlying-US(Guam-USVI-etc)	 >50K
48	30	 Self-emp-inc	 Bachelors	8	 Married-spouse-absent	 Prof-specialty	 Own-child	 Asian-Pac-Islander	 Male	66588	2612	70	 Hong	 <=50K
49	34	 Self-emp-inc	 Bachelors	9	 Married-spouse-absent	 Protective-serv	 Other-relative	 Black	 Female	31345	2228	52	 Jamaica	 <=50K
50	72	 Private	 HS-grad	9	 Never-married	 Farming-fishing	 Other-relative	 Black	 Male	83157	2756	39	 Ireland	 >50K
51	44	 Private	 Bachelors	8	 Married-civ-spouse	 Other-service	 Unmarried	 Black	 Female	79196	1454	46	 Hong	 <=50K
52	78	 Private	 Assoc-acdm	10	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Other	 Female	66817	3306	74	 Peru	 >50K
53	35	 Self-emp-not-inc	 1st-4th	12	 Married-civ-spouse	 Other-service	 Unmarried	 Black	 Female	26365	1390	72	 India	 <=50K
54	58	 Self-emp-not-inc	 1st-4th	10	 Married-civ-spouse	 Farming-fishing	 Unmarried	 Black	 Female	25799	2212	63	 Italy	 <=50K
55	49	 Self-emp-not-inc	 Assoc-acdm	7	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Male	65565	2295	24	 Nicaragua	 >50K
56	50	 Self-emp-not-inc	 5th-6th	12	 Married-civ-spouse	 Priv-house-serv	 Own-child	 Other	 Female	28511	2158	67	 Jamaica	 <=50K
57	74	 State-gov	 5th-6th	7	 Separated	 Exec-managerial	 Unmarried	 Black	 Female	22538	1668	25	 Nicaragua	 <=50K
58	74	 Self-emp-inc	 7th-8th	7	 Never-married	 Prof-specialty	 Other-relative	 Black	 Male	15894	3213	28	 India	 <=50K
59	29	 Self-emp-not-inc	 1st-4th	11	 Married-civ-spouse	 Priv-house-serv	 Own-child	 Black	 Male	18253	1447	68	 India	 <=50K
60	78	 Self-emp-not-inc	 Preschool	9	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Female	52839	3040	58	 Italy	 >50K
61	62	 Self-emp-inc	 Prof-school	4	 Married-spouse-absent	 Protective-serv	 Other-relative	 Asian-Pac-Islander	 Female	75221	2983	47	 India	 >50K
62	54	 Private	 12th	14	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Other	 Male	30746	1701	61	 Italy	 >50K
63	53	 Self-emp-not-inc	 5th-6th	9	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Black	 Male	28270	1577	36	 Ireland	 >50K
64	59	 Private	 Assoc-voc	10	 Married-spouse-absent	 Prof-specialty	 Unmarried	 Black	 Female	86281	2974	72	 Hungary	 >50K
65	60	 Self-emp-not-inc	 Assoc-acdm	6	 Never-married	 Priv-house-serv	 Unmarried	 Other	 Female	43959	2460	31	 Peru	 <=50K
66	26	 Self-emp-inc	 11th	10	 Married-civ-spouse	 Prof-specialty	 Own-child	 Other	 Female	30797	2225	48	 Laos	 <=50K
67	24	 Self-emp-inc	 Bachelors	6	 Married-civ-spouse	 Tech-support	 Other-relative	 Black	 Male	59932	1956	48	 Haiti	 <=50K
68	47	 Self-emp-not-inc	 Preschool	8	 Never-married	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Male	57620	2866	62	 Hong	 <=50K
69	31	 Self-emp-inc	 1st-4th	7	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Black	 Male	11278	2524	57	 Honduras	 <=50K
70	35	 State-gov	 Doctorate	5	 Married-spouse-absent	 Prof-specialty	 Own-child	 Black	 Female	36442	1808	50	 Laos	 <=50K
71	63	 Local-gov	 Assoc-voc	11	 Married-spouse-absent	 Exec-managerial	 Not-in-family	 Black	 Male	55875	2432	52	 Japan	 >50K
72	50	 Self-emp-inc	 7th-8th	10	 Married-civ-spouse	 Other-service	 Unmarried	 Black	 Female	67845	1967	68	 Holand-Netherlands	 <=50K
73	68	 Self-emp-inc	 Masters	7	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Female	72307	2315	45	 Mexico	 >50K
74	85	 Self-emp-inc	 Doctorate	11	 Never-married	 Handlers-cleaners	 Unmarried	 Asian-Pac-Islander	 Male	49904	2862	52	 Hungary	 >50K
75	46	 Private	 1st-4th	9	 Married-spouse-absent	 Exec-managerial	 Other-relative	 Black	 Male	60726	1286	50	 Iran	 >50K
76	44	 Self-emp-inc	 11th	11	 Married-civ-spouse	 Machine-op-inspct	 Unmarried	 Other	 Female	43062	1369	48	 Japan	 <=50K
77	66	 Private	 Bachelors	10	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Male	43640	2069	40	 Hong	 >50K
78	32	 Self-emp-not-inc	 HS-grad	5	 Married-spouse-absent	 Protective-serv	 Not-in-family	 Black	 Male	46640	1416	37	 Honduras	 <=50K
79	51	 Self-emp-not-inc	 1st-4th	6	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Female	21012	2003	20	 Mexico	 <=50K
80	69	 Private	 Preschool	7	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Female	78114	2534	69	 Ireland	 >50K
81	70	 Self-emp-not-inc	 Preschool	8	 Never-married	 Other-service	 Not-in-family	 Asian-Pac-Islander	 Female	23857	3485	69	 Jamaica	 >50K
82	69	 Private	 9th	10	 Married-civ-spouse	 Prof-specialty	 Own-child	 Other	 Female	75377	3369	75	 Japan	 >50K
83	35	 Self-emp-not-inc	 9th	8	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Female	39102	1606	62	 Greece	 <=50K
84	50	 Private	 1st-4th	7	 Married-spouse-absent	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Male	50958	2108	50	 Guatemala	 >50K
85	74	 Self-emp-inc	 Prof-school	9	 Never-married	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Male	65371	3399	52	 India	 >50K
86	83	 Self-emp-not-inc	 Bachelors	10	 Separated	 Handlers-cleaners	 Own-child	 Black	 Female	50801	2911	33	 Jamaica	 >50K
87	58	 Private	 12th	10	 Married-civ-spouse	 Machine-op-inspct	 Other-relative	 Other	 Female	39044	1578	35	 Nicaragua	 >50K
88	41	 Private	 11th	11	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Asian-Pac-Islander	 Male	27488	2247	62	 Greece	 <=50K
89	43	 Self-emp-not-inc	 HS-grad	5	 Never-married	 Sales	 Own-child	 Black	 Female	50241	2890	39	 Italy	 <=50K
90	51	 Self-emp-inc	 Prof-school	5	 Married-spouse-absent	 Other-service	 Own-child	 Asian-Pac-Islander	 Female	83531	1888	48	 Iran	 >50K
91	38	 Self-emp-not-inc	 Assoc-acdm	8	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Male	38211	2060	33	 Ireland	 <=50K
92	62	 Private	 Masters	9	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Asian-Pac-Islander	 Female	69557	3269	84	 Haiti	 >50K
93	74	 Private	 12th	12	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Black	 Female	55909	2197	62	 Guatemala	 >50K
94	36	 Self-emp-inc	 Masters	8	 Married-civ-spouse	 Protective-serv	 Unmarried	 Other	 Female	79570	2471	55	 Laos	 <=50K
95	44	 State-gov	 7th-8th	7	 Never-married	 Prof-specialty	 Other-relative	 Black	 Male	24288	2048	26	 Hong	 <=50K
96	37	 State-gov	 Bachelors	8	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Black	 Female	42229	2508	37	 Laos	 <=50K
97	43	 Self-emp-inc	 1st-4th	11	 Married-civ-spouse	 Prof-specialty	 Own-child	 Other	 Female	36538	2156	48	 Italy	 <=50K
98	61	 Self-emp-inc	 HS-grad	9	 Married-spouse-absent	 Handlers-cleaners	 Other-relative	 Asian-Pac-Islander	 Male	35808	2121	46	 India	 >50K
99	69	 Private	 5th-6th	12	 Never-married	 Exec-managerial	 Other-relative	 Black	 Male	69999	1138	35	 Italy	 >50K
100	36	 Self-emp-inc	 7th-8th	9	 Married-civ-spouse	 Other-service	 Own-child	 Asian-Pac-Islander	 Female	51509	1778	59	 Germany	 <=50K
101	83	 Private	 Assoc-acdm	9	 Never-married	 Exec-managerial	 Own-child	 Asian-Pac-Islander	 Female	16848	3259	58	 Iran	 <=50K
102	69	 Self-emp-inc	 Bachelors	8	 Never-married	 Other-service	 Own-child	 Black	 Male	48274	3315	40	 Italy	 >50K
103	69	 Self-emp-not-inc	 HS-grad	6	 Separated	 Handlers-cleaners	 Own-child	 Asian-Pac-Islander	 Male	76632	2765	41	 Ireland	 <=50K
104	77	 Private	 HS-grad	11	 Married-civ-spouse	 Handlers-cleaners	 Not-in-family	 Black	 Female	20138	3607	75	 Nicaragua	 >50K
105	56	 Self-emp-inc	 5th-6th	13	 Married-spouse-absent	 Craft-repair	 Unmarried	 Black	 Male	38210	1085	55	 Jamaica	 <=50K
106	70	 Private	 Doctorate	11	 Married-spouse-absent	 Exec-managerial	 Own-child	 Black	 Female	66590	2067	74	 Hong	 >50K
107	39	 Self-emp-inc	 11th	11	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Other	 Male	30275	1115	48	 Hong	 <=50K
108	78	 Private	 Doctorate	10	 Married-civ-spouse	 Priv-house-serv	 Other-relative	 Black	 Female	21092	3479	69	 Japan	 >50K
109	51	 Private	 Masters	13	 Married-civ-spouse	 Exec-managerial	 Other-relative	 Black	 Female	90529	2004	74	 India	 >50K
110	85	 Private	 5th-6th	9	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Black	 Female	30882	3426	66	 Japan	 <=50K
111	37	 State-gov	 9th	5	 Never-married	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Male	51646	1440	24	 Guatemala	 <=50K
112	42	 Private	 Assoc-acdm	9	 Married-civ-spouse	 Priv-house-serv	 Other-relative	 Black	 Male	45680	1974	61	 India	 >50K
113	43	 Self-emp-inc	 12th	10	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Other	 Female	62193	1587	49	 Honduras	 <=50K
114	74	 Self-emp-inc	 1st-4th	12	 Married-spouse-absent	 Other-service	 Other-relative	 Other	 Female	32465	2157	43	 Italy	 >50K
115	48	 Private	 1st-4th	10	 Married-civ-spouse	 Farming-fishing	 Own-child	 Black	 Female	53929	1170	55	 Haiti	 <=50K
116	79	 Self-emp-inc	 7th-8th	10	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Male	10414	2917	40	 Jamaica	 <=50K
117	21	 State-gov	 Bachelors	8	 Married-civ-spouse	 Prof-specialty	 Unmarried	 Other	 Male	52121	1563	55	 Mexico	 <=50K
118	51	 Private	 Bachelors	10	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Black	 Male	52415	2708	61	 Italy	 <=50K
119	26	 Private	 11th	8	 Married-civ-spouse	 Other-service	 Own-child	 Other	 Male	65843	1020	43	 Jamaica	 <=50K
120	59	 Private	 9th	10	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Female	31471	3052	65	 Hungary	 <=50K
121	45	 Self-emp-not-inc	 5th-6th	9	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Black	 Male	9604	2708	53	 Italy	 <=50K
122	62	 Self-emp-inc	 Doctorate	10	 Married-spouse-absent	 Priv-house-serv	 Unmarried	 Black	 Female	69843	3039	60	 Hungary	 <=50K
123	65	 Self-emp-inc	 Assoc-acdm	11	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Asian-Pac-Islander	 Female	28666	3380	66	 Jamaica	 >50K
124	48	 Self-emp-not-inc	 Preschool	6	 Never-married	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Female	38146	2197	42	 Peru	 >50K
125	86	 Self-emp-inc	 HS-grad	8	 Separated	 Handlers-cleaners	 Other-relative	 Black	 Female	42075	3402	42	 Jamaica	 >50K
126	83	 Self-emp-inc	 7th-8th	8	 Never-married	 Exec-managerial	 Own-child	 Asian-Pac-Islander	 Female	27106	2566	48	 Hungary	 >50K
127	54	 Private	 Doctorate	12	 Married-civ-spouse	 Craft-repair	 Own-child	 Black	 Male	76159	1193	61	 Laos	 >50K
128	53	 Self-emp-inc	 Bachelors	7	 Never-married	 Exec-managerial	 Other-relative	 Asian-Pac-Islander	 Male	34736	904	33	 Hong	 <=50K
129	44	 Self-emp-inc	 1st-4th	6	 Never-married	 Other-service	 Not-in-family	 Asian-Pac-Islander	 Male	44163	1390	23	 Holand-Netherlands	 <=50K
130	43	 Self-emp-inc	 1st-4th	8	 Married-AF-spouse	 Machine-op-inspct	 Other-relative	 Other	 Female	17334	1331	59	 Italy	 <=50K
131	43	 Self-emp-inc	 12th	11	 Married-civ-spouse	 Craft-repair	 Own-child	 Other	 Female	30696	1121	54	 Laos	 <=50K
132	79	 Self-emp-inc	 Assoc-acdm	7	 Never-married	 Other-service	 Own-child	 Black	 Male	50065	3293	29	 India	 <=50K
133	83	 Self-emp-inc	 Preschool	10	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Female	64437	3572	54	 Jamaica	 >50K
134	65	 Self-emp-inc	 7th-8th	6	 Never-married	 Craft-repair	 Not-in-family	 Other	 Male	61333	2050	24	 Nicaragua	 >50K
135	84	 Private	 1st-4th	8	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Black	 Female	26482	2961	48	 Iran	 <=50K
136	53	 State-gov	 Assoc-acdm	8	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Asian-Pac-Islander	 Male	32547	2363	58	 Ireland	 <=50K
137	24	 Self-emp-not-inc	 12th	9	 Married-civ-spouse	 Priv-house-serv	 Own-child	 Other	 Male	61467	1389	42	 Japan	 <=50K
138	51	 Private	 Assoc-acdm	10	 Married-spouse-absent	 Exec-managerial	 Other-relative	 Black	 Male	64080	1614	60	 Holand-Netherlands	 >50K
139	35	 Self-emp-not-inc	 1st-4th	4	 Never-married	 Prof-specialty	 Other-relative	 Other	 Female	19055	1537	18	 Japan	 <=50K
140	53	 Self-emp-not-inc	 Masters	6	 Separated	 Machine-op-inspct	 Not-in-family	 Black	 Male	68546	2092	28	 Hong	 >50K
141	28	 Self-emp-not-inc	 1st-4th	4	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Other	 Male	40696	1808	29	 Poland	 <=50K
142	28	 Self-emp-not-inc	 7th-8th	4	 Married-civ-spouse	 Sales	 Own-child	 Black	 Female	26358	2411	27	 Italy	 <=50K
143	29	 Self-emp-inc	 1st-4th	11	 Married-spouse-absent	 Prof-specialty	 Own-child	 Black	 Female	35701	2170	47	 India	 <=50K
144	46	 Self-emp-not-inc	 1st-4th	6	 Married-spouse-absent	 Other-service	 Other-relative	 Other	 Female	20110	1694	28	 Peru	 <=50K
145	49	 Self-emp-inc	 Doctorate	8	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Black	 Male	79376	883	49	 Honduras	 >50K
146	55	 Self-emp-inc	 Assoc-voc	12	 Married-civ-spouse	 Farming-fishing	 Unmarried	 Black	 Female	57614	2702	71	 Nicaragua	 <=50K
147	29	 Private	 Assoc-acdm	7	 Married-civ-spouse	 Protective-serv	 Own-child	 Black	 Male	67411	977	65	 Hong	 <=50K
148	67	 Local-gov	 HS-grad	11	 Married-civ-spouse	 Priv-house-serv	 Unmarried	 Other	 Female	87081	3402	81	 Japan	 >50K
149	45	 Private	 7th-8th	8	 Married-civ-spouse	 Priv-house-serv	 Own-child	 Other	 Female	27757	1877	57	 India	 <=50K
150	78	 Self-emp-inc	 Doctorate	8	 Never-married	 Handlers-cleaners	 Other-relative	 Black	 Male	42404	3438	32	 Laos	 >50K
151	50	 Private	 9th	9	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Black	 Female	74351	826	49	 Hong	 >50K
152	49	 State-gov	 Assoc-acdm	7	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Other	 Female	24468	1648	43	 Italy	 <=50K
153	70	 Self-emp-inc	 7th-8th	13	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Black	 Female	23590	2507	70	 Nicaragua	 >50K
154	62	 Self-emp-inc	 5th-6th	8	 Married-civ-spouse	 Other-service	 Own-child	 Black	 Male	61772	3007	51	 Laos	 <=50K
155	60	 Self-emp-inc	 11th	11	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Other	 Male	23276	1888	51	 India	 <=50K
156	54	 Local-gov	 HS-grad	10	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Male	87380	1569	60	 Jamaica	 >50K
157	56	 Self-emp-inc	 Assoc-voc	10	 Married-spouse-absent	 Handlers-cleaners	 Unmarried	 Black	 Female	83683	2016	57	 Holand-Netherlands	 <=50K
158	32	 State-gov	 9th	5	 Married-spouse-absent	 Sales	 Own-child	 Black	 Female	17217	2624	37	 Hong	 <=50K
159	72	 Private	 Masters	8	 Married-spouse-absent	 Other-service	 Own-child	 Asian-Pac-Islander	 Female	13596	2745	70	 Honduras	 <=50K
160	66	 Self-emp-inc	 Masters	8	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Black	 Male	51773	2535	48	 Honduras	 <=50K
161	81	 Private	 Masters	9	 Never-married	 Farming-fishing	 Own-child	 Asian-Pac-Islander	 Female	41650	2229	44	 Haiti	 <=50K
162	63	 Private	 7th-8th	7	 Never-married	 Machine-op-inspct	 Not-in-family	 Black	 Female	11247	2642	39	 Jamaica	 <=50K
163	80	 Private	 5th-6th	10	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Black	 Male	37390	2776	34	 India	 <=50K
164	23	 Self-emp-not-inc	 1st-4th	12	 Married-AF-spouse	 Other-service	 Unmarried	 Black	 Female	47648	1817	76	 India	 <=50K
165	77	 Self-emp-inc	 HS-grad	8	 Never-married	 Prof-specialty	 Other-relative	 Asian-Pac-Islander	 Male	38793	3751	39	 Hungary	 >50K
166	23	 Self-emp-not-inc	 Assoc-acdm	12	 Married-civ-spouse	 Machine-op-inspct	 Unmarried	 Other	 Male	60223	1357	69	 Italy	 <=50K
167	76	 Local-gov	 9th	9	 Never-married	 Handlers-cleaners	 Not-in-family	 Other	 Female	62511	1986	48	 India	 >50K
168	71	 Local-gov	 Doctorate	11	 Married-spouse-absent	 Craft-repair	 Not-in-family	 Black	 Male	77177	1633	66	 Ireland	 >50K
169	58	 Private	 5th-6th	11	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Black	 Female	75643	1869	74	 Holand-Netherlands	 <=50K
170	70	 Self-emp-inc	 5th-6th	11	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Black	 Female	40385	3456	61	 Outlying-US(Guam-USVI-etc)	 <=50K
171	69	 Self-emp-inc	 Doctorate	7	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Black	 Female	58383	2965	57	 Honduras	 <=50K
172	66	 Private	 HS-grad	11	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Other	 Female	58630	2331	52	 Mexico	 >50K
173	66	 Self-emp-inc	 HS-grad	10	 Never-married	 Priv-house-serv	 Own-child	 Black	 Male	60285	2836	48	 Guatemala	 >50K
174	80	 Self-emp-inc	 Doctorate	7	 Married-spouse-absent	 Prof-specialty	 Own-child	 Asian-Pac-Islander	 Female	33260	3478	44	 Honduras	 <=50K
175	44	 Self-emp-not-inc	 7th-8th	7	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Female	30057	1884	22	 Nicaragua	 <=50K
176	74	 Private	 12th	12	 Married-spouse-absent	 Exec-managerial	 Own-child	 Other	 Female	36915	1655	32	 Nicaragua	 >50K
177	69	 Self-emp-inc	 Prof-school	6	 Never-married	 Other-service	 Other-relative	 Asian-Pac-Islander	 Male	70554	2353	54	 Hong	 >50K
178	37	 Private	 12th	9	 Married-AF-spouse	 Priv-house-serv	 Own-child	 Other	 Female	59258	1919	63	 Iran	 >50K
179	67	 Self-emp-not-inc	 Doctorate	8	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Female	75608	2556	43	 Iran	 <=50K
180	72	 Private	 Doctorate	10	 Never-married	 Handlers-cleaners	 Own-child	 Black	 Female	75773	2643	49	 Hungary	 >50K
181	50	 Private	 5th-6th	11	 Married-spouse-absent	 Other-service	 Other-relative	 Other	 Male	61399	1249	50	 Ireland	 >50K
182	66	 Private	 9th	11	 Married-spouse-absent	 Craft-repair	 Own-child	 Black	 Male	79542	961	63	 Haiti	 >50K
183	28	 Self-emp-inc	 9th	4	 Married-civ-spouse	 Protective-serv	 Other-relative	 Black	 Male	39241	1608	48	 Ireland	 <=50K
