	age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	income
63	55	 Local-gov	 Assoc-acdm	5	 Never-married	 Handlers-cleaners	 Not-in-family	 Other	 Female	42477	2170	14	 Greece	 >50K
64	56	 Self-emp-not-inc	 Assoc-voc	10	 Never-married	 Priv-house-serv	 Other-relative	 Black	 Male	54645	1095	70	 South	 <=50K
65	45	 Self-emp-inc	 Doctorate	13	 Never-married	 Handlers-cleaners	 Unmarried	 Black	 Female	71786	2365	20	 El-Salvador	 <=50K
66	66	 Self-emp-inc	 5th-6th	5	 Married-spouse-absent	 Protective-serv	 Not-in-family	 Black	 Male	30019	1847	59	 Outlying-US(Guam-USVI-etc)	 >50K
67	33	 Self-emp-not-inc	 Doctorate	10	 Married-spouse-absent	 Other-service	 Other-relative	 Black	 Male	54722	1036	32	 Poland	 <=50K
68	39	 Self-emp-not-inc	 HS-grad	4	 Married-spouse-absent	 Prof-specialty	 Not-in-family	 Black	 Male	18413	1982	67	 Iran	 >50K
69	36	 Private	 9th	6	 Married-spouse-absent	 Other-service	 Other-relative	 Asian-Pac-Islander	 Male	26522	2291	31	 Greece	 >50K
70	61	 State-gov	 Doctorate	7	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Black	 Female	53245	1895	86	 Iran	 <=50K
71	54	 Self-emp-inc	 9th	6	 Never-married	 Protective-serv	 Other-relative	 Asian-Pac-Islander	 Male	29747	1426	64	 Nicaragua	 <=50K
72	61	 Self-emp-inc	 Bachelors	14	 Never-married	 Machine-op-inspct	 Unmarried	 Asian-Pac-Islander	 Male	83002	2204	50	 Iran	 >50K
73	66	 Private	 Bachelors	11	 Never-married	 Handlers-cleaners	 Own-child	 Black	 Female	75993	2759	52	 Italy	 >50K
74	50	 Self-emp-inc	 HS-grad	9	 Married-civ-spouse	 Protective-serv	 Unmarried	 Black	 Male	54348	2510	85	 India	 >50K
75	50	 Self-emp-inc	 Bachelors	12	 Married-civ-spouse	 Exec-managerial	 Unmarried	 Other	 Female	70920	2741	16	 El-Salvador	 <=50K
76	65	 State-gov	 1st-4th	8	 Separated	 Priv-house-serv	 Own-child	 Black	 Male	43320	2248	56	 Mexico	 <=50K
77	35	 Local-gov	 HS-grad	8	 Married-civ-spouse	 Farming-fishing	 Not-in-family	 Black	 Male	35861	2417	22	 India	 >50K
78	71	 Self-emp-inc	 7th-8th	12	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Black	 Female	65894	1841	59	 Peru	 <=50K
79	56	 Local-gov	 Bachelors	9	 Married-spouse-absent	 Handlers-cleaners	 Other-relative	 Black	 Female	51105	3125	9	 England	 >50K
80	52	 Self-emp-not-inc	 Bachelors	10	 Married-civ-spouse	 Priv-house-serv	 Own-child	 Black	 Male	61741	1237	80	 Peru	 <=50K
81	42	 Self-emp-inc	 Doctorate	5	 Married-civ-spouse	 Other-service	 Not-in-family	 Black	 Male	20087	2365	58	 Nicaragua	 >50K
82	36	 State-gov	 Assoc-voc	7	 Never-married	 Handlers-cleaners	 Own-child	 Asian-Pac-Islander	 Female	42677	1039	47	 Holand-Netherlands	 <=50K
83	47	 Private	 Assoc-acdm	9	 Never-married	 Sales	 Unmarried	 Black	 Male	67386	2843	45	 Italy	 <=50K
84	75	 Self-emp-inc	 Doctorate	10	 Married-spouse-absent	 Other-service	 Own-child	 Black	 Male	69624	3508	77	 Jamaica	 >50K
85	58	 Without-pay	 Bachelors	8	 Separated	 Other-service	 Own-child	 Other	 Female	65124	1895	67	 Holand-Netherlands	 <=50K
86	54	 Self-emp-not-inc	 Assoc-voc	6	 Married-civ-spouse	 Craft-repair	 Not-in-family	 Asian-Pac-Islander	 Female	33261	1720	31	 Haiti	 >50K
87	75	 Self-emp-not-inc	 Bachelors	5	 Married-spouse-absent	 Other-service	 Not-in-family	 Black	 Male	31142	2720	84	 Laos	 >50K
88	54	 State-gov	 Assoc-voc	3	 Married-spouse-absent	 Farming-fishing	 Not-in-family	 Other	 Male	22517	1971	69	 Peru	 >50K
89	49	 Private	 Doctorate	15	 Married-civ-spouse	 Exec-managerial	 Wife	 Other	 Female	90541	3064	33	 Laos	 >50K
90	46	 State-gov	 Assoc-voc	8	 Never-married	 Exec-managerial	 Own-child	 Black	 Female	39260	2659	22	 Cuba	 <=50K
91	52	 Local-gov	 HS-grad	7	 Married-spouse-absent	 Priv-house-serv	 Not-in-family	 Asian-Pac-Islander	 Female	28557	1881	37	 Honduras	 >50K
92	58	 Self-emp-not-inc	 Bachelors	5	 Married-spouse-absent	 Handlers-cleaners	 Not-in-family	 Asian-Pac-Islander	 Female	20238	1697	49	 Ireland	 >50K
93	55	 State-gov	 1st-4th	2	 Separated	 Priv-house-serv	 Husband	 Asian-Pac-Islander	 Male	9968	982	74	 Peru	 <=50K
94	62	 Self-emp-inc	 Doctorate	7	 Never-married	 Priv-house-serv	 Not-in-family	 Black	 Female	35353	2475	46	 Mexico	 >50K
95	44	 Self-emp-inc	 Doctorate	4	 Never-married	 Other-service	 Not-in-family	 Black	 Male	21426	1372	25	 India	 <=50K
96	54	 Local-gov	 HS-grad	11	 Married-AF-spouse	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Female	63883	1882	69	 India	 >50K
97	52	 Local-gov	 Assoc-voc	12	 Married-civ-spouse	 Sales	 Own-child	 Black	 Male	83477	1644	84	 Scotland	 >50K
98	64	 Self-emp-inc	 Bachelors	10	 Separated	 Machine-op-inspct	 Own-child	 Black	 Female	69930	2931	31	 France	 >50K
99	60	 Self-emp-inc	 5th-6th	7	 Married-AF-spouse	 Exec-managerial	 Other-relative	 Asian-Pac-Islander	 Female	42529	1473	66	 Jamaica	 <=50K
100	52	 Private	 Assoc-voc	5	 Married-spouse-absent	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Male	17730	1326	40	 Peru	 >50K
101	31	 Self-emp-not-inc	 Preschool	10	 Married-civ-spouse	 Prof-specialty	 Own-child	 Other	 Male	35422	3097	69	 Italy	 >50K
102	68	 State-gov	 7th-8th	5	 Separated	 Machine-op-inspct	 Not-in-family	 Other	 Female	34811	2086	40	 Outlying-US(Guam-USVI-etc)	 <=50K
103	69	 Private	 Assoc-voc	13	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Black	 Female	83165	3495	64	 Hong	 >50K
104	56	 Self-emp-inc	 Bachelors	11	 Married-civ-spouse	 Exec-managerial	 Unmarried	 Black	 Female	54786	1363	53	 Holand-Netherlands	 <=50K
105	60	 State-gov	 5th-6th	7	 Never-married	 Other-service	 Own-child	 Asian-Pac-Islander	 Female	59192	1731	72	 India	 <=50K
106	41	 Self-emp-not-inc	 Preschool	12	 Never-married	 Priv-house-serv	 Unmarried	 Other	 Male	62867	3451	37	 Hungary	 >50K
107	39	 Self-emp-not-inc	 HS-grad	10	 Never-married	 Exec-managerial	 Own-child	 Black	 Female	33814	2863	12	 England	 <=50K
108	65	 Self-emp-inc	 7th-8th	8	 Married-spouse-absent	 Other-service	 Own-child	 Asian-Pac-Islander	 Female	67193	2180	82	 Honduras	 >50K
109	60	 Self-emp-not-inc	 1st-4th	3	 Married-spouse-absent	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Male	14409	732	48	 Laos	 <=50K
110	66	 Self-emp-not-inc	 HS-grad	7	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Other	 Male	43745	2613	84	 Outlying-US(Guam-USVI-etc)	 >50K
111	46	 Private	 Masters	8	 Married-AF-spouse	 Handlers-cleaners	 Other-relative	 Black	 Female	36207	1991	55	 India	 <=50K
112	48	 Self-emp-not-inc	 7th-8th	4	 Separated	 Protective-serv	 Other-relative	 Asian-Pac-Islander	 Male	21857	1354	63	 Honduras	 <=50K
113	49	 Private	 7th-8th	5	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Female	29335	1460	32	 Holand-Netherlands	 <=50K
114	50	 Self-emp-inc	 Masters	13	 Married-civ-spouse	 Farming-fishing	 Unmarried	 Other	 Female	82828	2638	16	 Hong	 <=50K
115	66	 Self-emp-inc	 9th	6	 Married-civ-spouse	 Prof-specialty	 Other-relative	 Asian-Pac-Islander	 Male	64521	1814	82	 Nicaragua	 >50K
116	76	 Self-emp-inc	 12th	4	 Never-married	 Prof-specialty	 Not-in-family	 Asian-Pac-Islander	 Male	34666	1910	84	 Philippines	 >50K
117	55	 Private	 Bachelors	13	 Married-spouse-absent	 Other-service	 Unmarried	 Other	 Female	76252	3539	42	 Holand-Netherlands	 >50K
118	56	 Private	 Doctorate	12	 Married-AF-spouse	 Other-service	 Own-child	 Black	 Female	61711	2481	59	 Mexico	 <=50K
119	51	 Private	 7th-8th	3	 Never-married	 Farming-fishing	 Not-in-family	 Asian-Pac-Islander	 Male	21691	2560	12	 El-Salvador	 >50K
120	32	 State-gov	 9th	4	 Never-married	 Handlers-cleaners	 Not-in-family	 Black	 Male	11136	1066	49	 Jamaica	 <=50K
121	68	 Private	 Assoc-acdm	5	 Married-civ-spouse	 Other-service	 Not-in-family	 Asian-Pac-Islander	 Male	36645	1584	77	 Outlying-US(Guam-USVI-etc)	 >50K
122	55	 Private	 5th-6th	3	 Married-civ-spouse	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Female	13180	1283	63	 Haiti	 <=50K
123	49	 State-gov	 Preschool	8	 Never-married	 Handlers-cleaners	 Other-relative	 White	 Female	38691	2922	30	 Japan	 >50K
124	64	 Self-emp-inc	 7th-8th	5	 Married-spouse-absent	 Prof-specialty	 Not-in-family	 Other	 Female	34217	2829	77	 Nicaragua	 >50K
125	56	 Self-emp-not-inc	 9th	7	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Male	26840	2345	61	 Nicaragua	 >50K
126	72	 Local-gov	 12th	13	 Married-AF-spouse	 Other-service	 Own-child	 Asian-Pac-Islander	 Male	83577	2019	61	 Puerto-Rico	 >50K
127	63	 Private	 5th-6th	10	 Married-spouse-absent	 Prof-specialty	 Own-child	 Black	 Male	52366	2764	61	 Peru	 >50K
128	45	 Local-gov	 Assoc-voc	10	 Married-AF-spouse	 Priv-house-serv	 Own-child	 Black	 Male	46934	1750	80	 Outlying-US(Guam-USVI-etc)	 >50K
129	38	 Self-emp-inc	 Masters	13	 Married-spouse-absent	 Farming-fishing	 Unmarried	 Other	 Female	49954	2764	14	 Hong	 >50K
130	52	 Self-emp-inc	 7th-8th	3	 Never-married	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Male	17555	2739	29	 France	 >50K
131	47	 Self-emp-inc	 7th-8th	12	 Never-married	 Craft-repair	 Own-child	 Black	 Female	61071	2111	13	 India	 <=50K
132	76	 Local-gov	 12th	8	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Asian-Pac-Islander	 Female	64063	1938	45	 Hungary	 >50K
133	63	 Self-emp-inc	 9th	3	 Married-civ-spouse	 Priv-house-serv	 Not-in-family	 Black	 Male	48711	2072	46	 Holand-Netherlands	 <=50K
134	58	 Private	 Doctorate	12	 Married-spouse-absent	 Handlers-cleaners	 Unmarried	 Black	 Female	79559	3657	20	 England	 >50K
135	33	 Local-gov	 Assoc-acdm	12	 Married-civ-spouse	 Handlers-cleaners	 Unmarried	 Black	 Female	59995	2923	12	 El-Salvador	 >50K
136	43	 Federal-gov	 5th-6th	12	 Married-civ-spouse	 Protective-serv	 Unmarried	 Black	 Male	75160	2672	50	 India	 >50K
137	63	 Self-emp-not-inc	 5th-6th	6	 Never-married	 Priv-house-serv	 Other-relative	 Other	 Male	30220	1865	65	 Mexico	 <=50K
138	49	 Private	 HS-grad	5	 Married-spouse-absent	 Prof-specialty	 Not-in-family	 Asian-Pac-Islander	 Male	20507	1780	38	 Italy	 >50K
139	43	 State-gov	 Preschool	10	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Other	 Male	45825	2167	63	 Outlying-US(Guam-USVI-etc)	 <=50K
140	51	 Private	 Masters	11	 Married-AF-spouse	 Craft-repair	 Own-child	 Other	 Female	62827	3544	39	 Germany	 >50K
141	49	 Self-emp-inc	 Assoc-acdm	5	 Married-civ-spouse	 Priv-house-serv	 Not-in-family	 Black	 Male	21509	1682	79	 Italy	 >50K
142	56	 Self-emp-inc	 9th	5	 Never-married	 Other-service	 Not-in-family	 Black	 Male	52506	1444	21	 Peru	 >50K
143	62	 Local-gov	 Masters	13	 Married-AF-spouse	 Other-service	 Own-child	 Other	 Male	76400	3441	50	 Mexico	 >50K
144	62	 Private	 Assoc-acdm	7	 Separated	 Prof-specialty	 Other-relative	 Other	 Male	69262	3235	48	 India	 >50K
145	56	 Self-emp-not-inc	 1st-4th	6	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Male	36370	1943	85	 Nicaragua	 <=50K
146	70	 Self-emp-inc	 5th-6th	9	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Other	 Male	67994	2079	72	 Poland	 <=50K
147	63	 Private	 7th-8th	12	 Married-spouse-absent	 Other-service	 Unmarried	 Asian-Pac-Islander	 Female	78015	2457	42	 Greece	 <=50K
148	77	 Local-gov	 1st-4th	7	 Married-civ-spouse	 Handlers-cleaners	 Other-relative	 Black	 Female	33924	2632	41	 Ireland	 >50K
149	32	 Self-emp-inc	 Assoc-acdm	5	 Married-AF-spouse	 Other-service	 Other-relative	 Black	 Male	21534	1707	56	 Honduras	 <=50K
150	57	 Self-emp-not-inc	 Doctorate	3	 Married-civ-spouse	 Farming-fishing	 Not-in-family	 Other	 Female	30533	1975	52	 Hungary	 >50K
151	67	 Local-gov	 1st-4th	13	 Married-civ-spouse	 Other-service	 Unmarried	 Amer-Indian-Eskimo	 Male	68688	2206	53	 Iran	 >50K
152	29	 Self-emp-not-inc	 Doctorate	8	 Married-AF-spouse	 Handlers-cleaners	 Own-child	 Black	 Female	29182	1511	44	 Guatemala	 <=50K
153	59	 State-gov	 Doctorate	13	 Married-spouse-absent	 Exec-managerial	 Unmarried	 Black	 Female	76095	2442	78	 Jamaica	 >50K
154	65	 Local-gov	 Masters	7	 Married-AF-spouse	 Prof-specialty	 Other-relative	 Black	 Male	53340	2548	65	 Philippines	 >50K
155	56	 Private	 Doctorate	12	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Other	 Female	54396	1697	22	 Peru	 <=50K
156	67	 State-gov	 Assoc-voc	8	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Other	 Male	57735	1754	88	 Peru	 <=50K
157	65	 Local-gov	 HS-grad	14	 Married-AF-spouse	 Prof-specialty	 Unmarried	 Black	 Male	89876	2941	55	 Peru	 >50K
158	39	 Local-gov	 Doctorate	14	 Married-AF-spouse	 Machine-op-inspct	 Unmarried	 Other	 Female	71140	2209	26	 Jamaica	 >50K
159	75	 State-gov	 1st-4th	5	 Separated	 Machine-op-inspct	 Not-in-family	 Black	 Female	40474	1520	49	 Mexico	 <=50K
160	54	 State-gov	 Assoc-voc	10	 Separated	 Farming-fishing	 Unmarried	 Black	 Female	75681	2812	59	 El-Salvador	 >50K
161	47	 Self-emp-not-inc	 HS-grad	9	 Married-spouse-absent	 Other-service	 Own-child	 Black	 Male	34047	2186	73	 Japan	 >50K
162	63	 Local-gov	 Assoc-voc	12	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Black	 Female	66743	2682	45	 Honduras	 >50K
163	33	 Self-emp-not-inc	 Bachelors	13	 Married-civ-spouse	 Farming-fishing	 Unmarried	 White	 Female	66485	2204	43	 Japan	 <=50K
164	67	 Self-emp-not-inc	 1st-4th	6	 Separated	 Sales	 Other-relative	 Asian-Pac-Islander	 Male	54350	1405	74	 Portugal	 <=50K
165	51	 Private	 Masters	6	 Married-civ-spouse	 Handlers-cleaners	 Other-relative	 Black	 Female	52021	2000	41	 India	 >50K
166	44	 Self-emp-not-inc	 9th	11	 Married-spouse-absent	 Other-service	 Unmarried	 Other	 Male	67472	1546	75	 Poland	 <=50K
167	55	 Self-emp-not-inc	 7th-8th	7	 Never-married	 Sales	 Other-relative	 Asian-Pac-Islander	 Male	37222	1671	81	 Jamaica	 <=50K
168	33	 State-gov	 Assoc-voc	6	 Separated	 Exec-managerial	 Other-relative	 Asian-Pac-Islander	 Female	16448	1465	21	 Guatemala	 <=50K
169	57	 State-gov	 7th-8th	3	 Separated	 Other-service	 Husband	 Asian-Pac-Islander	 Male	20120	1418	38	 Outlying-US(Guam-USVI-etc)	 <=50K
170	53	 Private	 Bachelors	11	 Married-AF-spouse	 Machine-op-inspct	 Own-child	 Other	 Female	58245	2051	52	 Laos	 <=50K
171	68	 Local-gov	 5th-6th	11	 Never-married	 Prof-specialty	 Unmarried	 Asian-Pac-Islander	 Male	66320	1942	47	 Hong	 >50K
172	58	 Private	 Doctorate	14	 Married-AF-spouse	 Farming-fishing	 Unmarried	 Other	 Male	83881	2503	64	 Puerto-Rico	 >50K
173	70	 Federal-gov	 Doctorate	10	 Married-civ-spouse	 Protective-serv	 Other-relative	 Black	 Male	73430	2967	69	 Outlying-US(Guam-USVI-etc)	 >50K
174	42	 State-gov	 9th	11	 Married-spouse-absent	 Handlers-cleaners	 Unmarried	 Asian-Pac-Islander	 Female	57586	1437	75	 Hong	 <=50K
175	67	 Private	 Bachelors	8	 Married-AF-spouse	 Craft-repair	 Not-in-family	 Black	 Female	42192	3304	40	 Hong	 >50K
176	48	 Self-emp-not-inc	 Bachelors	5	 Married-spouse-absent	 Exec-managerial	 Other-relative	 Black	 Female	32196	1925	30	 Germany	 <=50K
177	34	 Self-emp-not-inc	 Doctorate	6	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Black	 Male	31762	1002	41	 Philippines	 <=50K
178	69	 Private	 Assoc-voc	13	 Married-civ-spouse	 Farming-fishing	 Own-child	 Other	 Female	71145	3329	58	 Iran	 >50K
