	age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	income
27	60	 Self-emp-inc	 Assoc-acdm	10	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Asian-Pac-Islander	 Female	32203	2422	69	 Holand-Netherlands	 <=50K
28	61	 Private	 Doctorate	9	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Other	 Male	79684	2494	40	 Greece	 >50K
29	67	 Private	 1st-4th	10	 Separated	 Other-service	 Not-in-family	 Black	 Male	43143	1720	33	 Scotland	 >50K
30	27	 Self-emp-inc	 Preschool	10	 Never-married	 Prof-specialty	 Other-relative	 Asian-Pac-Islander	 Male	82030	1665	62	 Holand-Netherlands	 >50K
31	49	 Self-emp-not-inc	 5th-6th	5	 Married-civ-spouse	 Exec-managerial	 Own-child	 Black	 Female	73434	2452	59	 India	 <=50K
32	23	 Self-emp-inc	 HS-grad	9	 Never-married	 Priv-house-serv	 Other-relative	 Other	 Male	83242	984	38	 Portugal	 >50K
33	64	 State-gov	 Bachelors	8	 Married-AF-spouse	 Priv-house-serv	 Unmarried	 Asian-Pac-Islander	 Female	50315	2153	49	 Guatemala	 <=50K
34	57	 Self-emp-not-inc	 7th-8th	10	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Female	29159	2508	82	 Holand-Netherlands	 <=50K
35	25	 State-gov	 Preschool	6	 Never-married	 Prof-specialty	 Own-child	 Black	 Male	74596	893	22	 Poland	 >50K
36	27	 Private	 7th-8th	10	 Never-married	 Priv-house-serv	 Not-in-family	 Asian-Pac-Islander	 Male	36540	1370	43	 Japan	 <=50K
37	42	 Self-emp-inc	 5th-6th	13	 Married-civ-spouse	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Female	23950	1794	70	 Holand-Netherlands	 <=50K
38	64	 Private	 Doctorate	8	 Married-spouse-absent	 Other-service	 Own-child	 Asian-Pac-Islander	 Male	17914	2189	82	 Germany	 <=50K
39	67	 Private	 1st-4th	11	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Asian-Pac-Islander	 Male	11862	2045	64	 South	 >50K
40	71	 Local-gov	 11th	11	 Married-spouse-absent	 Exec-managerial	 Other-relative	 Black	 Male	36951	3532	86	 Nicaragua	 >50K
41	44	 Private	 Doctorate	10	 Never-married	 Other-service	 Other-relative	 Other	 Male	66072	1747	46	 Holand-Netherlands	 >50K
42	38	 Self-emp-inc	 12th	10	 Married-civ-spouse	 Other-service	 Own-child	 Other	 Female	47740	3549	60	 Jamaica	 >50K
43	72	 State-gov	 1st-4th	11	 Married-spouse-absent	 Other-service	 Other-relative	 Asian-Pac-Islander	 Female	13255	588	49	 Outlying-US(Guam-USVI-etc)	 <=50K
44	64	 Self-emp-inc	 Assoc-voc	10	 Married-spouse-absent	 Handlers-cleaners	 Other-relative	 Black	 Male	20015	661	31	 Ireland	 >50K
45	46	 Local-gov	 Bachelors	12	 Never-married	 Prof-specialty	 Not-in-family	 Black	 Male	33504	1918	35	 Honduras	 >50K
46	51	 Local-gov	 1st-4th	9	 Never-married	 Exec-managerial	 Not-in-family	 Other	 Male	55940	1571	75	 Scotland	 >50K
47	39	 Self-emp-inc	 11th	13	 Married-civ-spouse	 Other-service	 Other-relative	 Black	 Female	45329	2044	61	 India	 <=50K
48	52	 Self-emp-not-inc	 Assoc-acdm	5	 Married-civ-spouse	 Farming-fishing	 Own-child	 Asian-Pac-Islander	 Female	80819	3735	53	 England	 <=50K
49	24	 Self-emp-not-inc	 HS-grad	7	 Married-civ-spouse	 Priv-house-serv	 Own-child	 White	 Female	91272	2506	32	 Philippines	 >50K
50	80	 Self-emp-not-inc	 12th	9	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Black	 Female	12630	3142	83	 Poland	 >50K
51	65	 Local-gov	 9th	4	 Never-married	 Craft-repair	 Not-in-family	 Other	 Male	59463	3003	67	 Laos	 >50K
52	54	 Self-emp-not-inc	 11th	10	 Married-civ-spouse	 Machine-op-inspct	 Other-relative	 Black	 Female	37560	1897	66	 Nicaragua	 <=50K
53	48	 Local-gov	 Assoc-acdm	11	 Never-married	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Male	39895	2126	72	 Germany	 >50K
54	73	 Self-emp-not-inc	 5th-6th	13	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Black	 Female	25145	1189	25	 Japan	 >50K
55	26	 Self-emp-inc	 Assoc-acdm	7	 Separated	 Priv-house-serv	 Not-in-family	 Black	 Male	75272	1910	62	 Scotland	 >50K
56	81	 Private	 11th	8	 Separated	 Exec-managerial	 Not-in-family	 Black	 Male	16390	1813	90	 Mexico	 <=50K
57	74	 Self-emp-not-inc	 Assoc-acdm	12	 Married-AF-spouse	 Prof-specialty	 Own-child	 Black	 Female	26547	1817	49	 Germany	 >50K
58	47	 Self-emp-not-inc	 Bachelors	12	 Married-AF-spouse	 Prof-specialty	 Unmarried	 Black	 Female	69621	2489	24	 El-Salvador	 <=50K
59	62	 Local-gov	 7th-8th	9	 Never-married	 Machine-op-inspct	 Other-relative	 Other	 Male	36016	3195	64	 India	 >50K
60	57	 Self-emp-inc	 1st-4th	11	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Asian-Pac-Islander	 Female	27352	2955	35	 Philippines	 >50K
61	80	 Private	 Assoc-acdm	9	 Married-spouse-absent	 Farming-fishing	 Own-child	 Black	 Female	31211	2919	68	 Hong	 <=50K
62	37	 State-gov	 Masters	6	 Married-AF-spouse	 Priv-house-serv	 Own-child	 Other	 Female	85679	2752	20	 Italy	 <=50K
63	37	 Self-emp-not-inc	 9th	9	 Never-married	 Prof-specialty	 Not-in-family	 Other	 Male	21291	702	31	 Peru	 >50K
64	67	 Self-emp-inc	 7th-8th	12	 Married-spouse-absent	 Protective-serv	 Own-child	 Other	 Female	19605	1853	33	 Guatemala	 <=50K
65	54	 Self-emp-inc	 Assoc-voc	9	 Never-married	 Other-service	 Other-relative	 Asian-Pac-Islander	 Male	48894	1506	61	 Philippines	 >50K
66	52	 Self-emp-not-inc	 9th	9	 Never-married	 Other-service	 Other-relative	 Asian-Pac-Islander	 Male	53629	2317	36	 Poland	 >50K
67	29	 Self-emp-inc	 HS-grad	10	 Married-AF-spouse	 Prof-specialty	 Own-child	 Black	 Female	55249	1560	24	 Honduras	 <=50K
68	32	 Self-emp-inc	 Masters	10	 Married-spouse-absent	 Sales	 Other-relative	 Other	 Female	67317	1510	9	 Poland	 >50K
69	33	 State-gov	 Masters	4	 Married-civ-spouse	 Machine-op-inspct	 Other-relative	 Other	 Female	89929	2809	35	 Mexico	 >50K
70	33	 Self-emp-inc	 7th-8th	11	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Black	 Male	36164	1818	60	 Italy	 >50K
71	45	 Self-emp-not-inc	 9th	6	 Never-married	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Male	47027	2295	60	 Laos	 <=50K
72	49	 Self-emp-inc	 Assoc-acdm	13	 Married-civ-spouse	 Protective-serv	 Own-child	 Black	 Female	61792	1873	22	 Hungary	 >50K
73	74	 Self-emp-inc	 11th	11	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Male	23153	2407	77	 Scotland	 >50K
74	71	 Self-emp-inc	 7th-8th	11	 Separated	 Priv-house-serv	 Other-relative	 Black	 Male	17075	972	44	 Puerto-Rico	 >50K
75	45	 Self-emp-not-inc	 9th	4	 Never-married	 Farming-fishing	 Other-relative	 Other	 Male	67104	2445	60	 Italy	 >50K
76	72	 Self-emp-not-inc	 Bachelors	10	 Married-spouse-absent	 Prof-specialty	 Own-child	 Other	 Female	43601	3498	34	 Japan	 >50K
77	26	 State-gov	 Preschool	10	 Married-spouse-absent	 Protective-serv	 Own-child	 Black	 Female	80536	881	17	 Honduras	 >50K
78	54	 Self-emp-inc	 1st-4th	8	 Married-civ-spouse	 Farming-fishing	 Other-relative	 Other	 Female	39563	3219	76	 Mexico	 >50K
79	69	 Self-emp-inc	 5th-6th	8	 Married-civ-spouse	 Machine-op-inspct	 Other-relative	 Other	 Female	48554	2294	66	 England	 <=50K
80	34	 Self-emp-inc	 9th	11	 Separated	 Prof-specialty	 Not-in-family	 Other	 Male	69380	1314	26	 Poland	 >50K
81	33	 Private	 Bachelors	11	 Married-spouse-absent	 Prof-specialty	 Other-relative	 Black	 Male	62042	3338	33	 Laos	 >50K
82	28	 Self-emp-not-inc	 9th	7	 Never-married	 Prof-specialty	 Other-relative	 Other	 Male	75468	2312	28	 India	 >50K
83	46	 Self-emp-inc	 1st-4th	8	 Married-spouse-absent	 Other-service	 Other-relative	 Asian-Pac-Islander	 Female	42573	1640	52	 Outlying-US(Guam-USVI-etc)	 <=50K
84	65	 State-gov	 Bachelors	12	 Married-AF-spouse	 Prof-specialty	 Unmarried	 Asian-Pac-Islander	 Female	33777	2553	40	 El-Salvador	 <=50K
85	37	 Self-emp-inc	 7th-8th	11	 Married-AF-spouse	 Machine-op-inspct	 Own-child	 Other	 Female	58994	2406	58	 Ecuador	 <=50K
86	61	 Self-emp-inc	 12th	9	 Separated	 Handlers-cleaners	 Not-in-family	 Black	 Male	30165	1216	78	 Nicaragua	 <=50K
87	46	 Private	 Doctorate	9	 Married-spouse-absent	 Other-service	 Other-relative	 Other	 Male	72086	2389	49	 Jamaica	 >50K
88	50	 Local-gov	 Doctorate	8	 Separated	 Other-service	 Other-relative	 Other	 Male	57992	3094	61	 Honduras	 >50K
89	61	 Private	 5th-6th	11	 Married-AF-spouse	 Exec-managerial	 Unmarried	 Asian-Pac-Islander	 Female	55409	3819	87	 Guatemala	 <=50K
90	28	 State-gov	 Preschool	8	 Never-married	 Protective-serv	 Own-child	 Black	 Female	82861	1730	35	 Puerto-Rico	 >50K
91	54	 Self-emp-inc	 Masters	6	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Female	40223	2109	52	 Ecuador	 <=50K
92	65	 Self-emp-inc	 5th-6th	6	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Male	48267	2701	63	 Holand-Netherlands	 <=50K
93	49	 Local-gov	 Doctorate	9	 Never-married	 Other-service	 Own-child	 Asian-Pac-Islander	 Male	62397	2828	64	 Japan	 >50K
94	78	 Private	 Assoc-voc	5	 Never-married	 Farming-fishing	 Own-child	 Other	 Male	55199	3031	53	 Jamaica	 <=50K
95	35	 Private	 Assoc-voc	12	 Separated	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Male	20153	1180	62	 Guatemala	 <=50K
96	71	 Self-emp-inc	 7th-8th	5	 Married-spouse-absent	 Craft-repair	 Own-child	 Asian-Pac-Islander	 Female	38975	2621	80	 Hong	 <=50K
97	51	 State-gov	 Masters	8	 Married-spouse-absent	 Other-service	 Own-child	 Black	 Female	62958	978	66	 Iran	 <=50K
98	68	 Self-emp-inc	 12th	12	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Male	60644	2226	61	 Puerto-Rico	 >50K
99	56	 Self-emp-not-inc	 9th	4	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Female	47806	2953	82	 Hong	 >50K
100	27	 Private	 Assoc-acdm	6	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Other	 Male	76865	2978	65	 Outlying-US(Guam-USVI-etc)	 <=50K
101	67	 Self-emp-inc	 7th-8th	5	 Never-married	 Farming-fishing	 Own-child	 Black	 Male	16560	2951	71	 Peru	 <=50K
102	44	 Local-gov	 7th-8th	10	 Separated	 Handlers-cleaners	 Other-relative	 Asian-Pac-Islander	 Male	17093	1832	81	 Scotland	 >50K
103	57	 State-gov	 Assoc-voc	9	 Married-AF-spouse	 Priv-house-serv	 Unmarried	 Asian-Pac-Islander	 Female	49467	2107	28	 Italy	 <=50K
104	70	 Self-emp-inc	 Assoc-acdm	9	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Other	 Female	49598	1250	52	 Japan	 <=50K
105	83	 Self-emp-inc	 11th	12	 Never-married	 Handlers-cleaners	 Other-relative	 Black	 Male	12988	2414	68	 South	 >50K
106	34	 Private	 Bachelors	8	 Never-married	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Male	66250	2388	32	 Poland	 >50K
107	83	 Self-emp-inc	 5th-6th	11	 Married-civ-spouse	 Priv-house-serv	 Own-child	 Asian-Pac-Islander	 Female	16862	1834	60	 France	 <=50K
108	30	 Private	 9th	8	 Never-married	 Handlers-cleaners	 Other-relative	 Other	 Male	73182	1546	71	 Portugal	 >50K
109	43	 Self-emp-inc	 Prof-school	6	 Never-married	 Other-service	 Other-relative	 Other	 Male	78968	1526	23	 Poland	 >50K
110	51	 Self-emp-inc	 1st-4th	6	 Married-spouse-absent	 Handlers-cleaners	 Own-child	 Other	 Male	38436	3365	50	 Poland	 >50K
111	54	 Private	 1st-4th	5	 Never-married	 Exec-managerial	 Not-in-family	 Other	 Male	42978	2169	77	 Iran	 <=50K
112	66	 Private	 7th-8th	5	 Separated	 Machine-op-inspct	 Other-relative	 Black	 Male	27906	1920	56	 Italy	 <=50K
113	53	 Self-emp-inc	 Masters	12	 Married-spouse-absent	 Prof-specialty	 Own-child	 Asian-Pac-Islander	 Female	31404	2013	44	 Germany	 >50K
114	48	 Private	 12th	10	 Married-AF-spouse	 Other-service	 Own-child	 Black	 Female	48890	2852	59	 Ecuador	 <=50K
115	79	 Self-emp-inc	 Assoc-acdm	11	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Female	7438	1002	59	 Haiti	 <=50K
116	76	 Self-emp-not-inc	 7th-8th	9	 Married-civ-spouse	 Farming-fishing	 Own-child	 Black	 Female	13386	1564	29	 Peru	 <=50K
117	77	 Self-emp-inc	 1st-4th	8	 Married-spouse-absent	 Farming-fishing	 Own-child	 Black	 Female	47092	3179	65	 Philippines	 >50K
118	51	 Self-emp-inc	 5th-6th	13	 Married-spouse-absent	 Other-service	 Other-relative	 Black	 Male	55030	1383	45	 Philippines	 >50K
119	31	 State-gov	 Preschool	7	 Married-civ-spouse	 Other-service	 Unmarried	 Black	 Female	93476	2322	28	 Peru	 >50K
120	38	 Self-emp-inc	 Bachelors	4	 Never-married	 Machine-op-inspct	 Other-relative	 Other	 Male	69347	2108	22	 Laos	 >50K
121	27	 Self-emp-not-inc	 HS-grad	5	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Other	 Female	67408	2338	70	 Greece	 <=50K
122	65	 Self-emp-not-inc	 7th-8th	6	 Never-married	 Farming-fishing	 Other-relative	 Other	 Female	32036	1629	66	 Laos	 >50K
123	63	 Self-emp-not-inc	 7th-8th	11	 Married-AF-spouse	 Handlers-cleaners	 Unmarried	 Black	 Female	47003	3742	78	 Haiti	 <=50K
124	71	 Private	 5th-6th	8	 Never-married	 Machine-op-inspct	 Not-in-family	 Black	 Male	31905	2189	81	 England	 <=50K
125	60	 State-gov	 Masters	4	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Black	 Female	62070	1454	63	 Honduras	 <=50K
126	38	 Self-emp-not-inc	 Assoc-acdm	5	 Separated	 Handlers-cleaners	 Other-relative	 Other	 Male	54348	1809	62	 Philippines	 >50K
127	46	 Self-emp-not-inc	 HS-grad	5	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Other	 Female	66341	2506	36	 Mexico	 >50K
128	68	 Local-gov	 12th	8	 Never-married	 Exec-managerial	 Other-relative	 Other	 Male	48241	3425	86	 Puerto-Rico	 >50K
129	64	 Private	 Masters	6	 Never-married	 Farming-fishing	 Other-relative	 Other	 Male	62891	2909	61	 Italy	 >50K
130	74	 Self-emp-inc	 1st-4th	8	 Never-married	 Farming-fishing	 Own-child	 Black	 Male	15345	3188	80	 Japan	 >50K
131	71	 Self-emp-not-inc	 Masters	8	 Never-married	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Male	37711	1154	38	 Puerto-Rico	 >50K
132	58	 Self-emp-not-inc	 Doctorate	10	 Separated	 Sales	 Other-relative	 Black	 Male	33806	904	14	 Philippines	 >50K
133	41	 Local-gov	 5th-6th	13	 Married-civ-spouse	 Other-service	 Other-relative	 Black	 Male	46989	2160	28	 Italy	 <=50K
134	62	 Self-emp-not-inc	 Prof-school	8	 Married-spouse-absent	 Other-service	 Unmarried	 Asian-Pac-Islander	 Female	36101	1895	33	 France	 <=50K
135	62	 Self-emp-inc	 7th-8th	9	 Separated	 Handlers-cleaners	 Not-in-family	 Other	 Male	12494	1182	64	 Outlying-US(Guam-USVI-etc)	 >50K
136	34	 Self-emp-inc	 Preschool	9	 Married-civ-spouse	 Protective-serv	 Unmarried	 Asian-Pac-Islander	 Female	48654	2652	25	 Honduras	 >50K
137	45	 Self-emp-not-inc	 Masters	5	 Never-married	 Machine-op-inspct	 Other-relative	 White	 Female	91571	2943	53	 Hungary	 >50K
138	39	 Self-emp-inc	 Assoc-acdm	6	 Married-spouse-absent	 Other-service	 Own-child	 Other	 Female	88868	3659	50	 India	 >50K
139	56	 Self-emp-not-inc	 Masters	12	 Married-civ-spouse	 Prof-specialty	 Unmarried	 Asian-Pac-Islander	 Female	71151	1271	27	 Hong	 <=50K
140	73	 Self-emp-inc	 12th	10	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Other	 Female	58022	3815	77	 Italy	 >50K
141	71	 Private	 Bachelors	10	 Never-married	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Male	40772	2097	87	 Greece	 <=50K
142	49	 Self-emp-inc	 1st-4th	7	 Separated	 Other-service	 Other-relative	 Other	 Male	53016	3427	40	 Japan	 >50K
143	41	 Private	 Masters	6	 Never-married	 Priv-house-serv	 Other-relative	 Other	 Male	65010	1800	18	 India	 >50K
144	67	 Self-emp-not-inc	 Doctorate	9	 Married-AF-spouse	 Other-service	 Unmarried	 Asian-Pac-Islander	 Female	63795	3504	49	 England	 <=50K
145	26	 Private	 Masters	8	 Never-married	 Other-service	 Other-relative	 Other	 Male	77797	2739	70	 Mexico	 >50K
146	43	 Private	 7th-8th	10	 Separated	 Machine-op-inspct	 Other-relative	 Black	 Male	15204	2323	83	 Iran	 >50K
147	70	 Self-emp-inc	 Bachelors	5	 Separated	 Farming-fishing	 Other-relative	 Black	 Male	49492	1175	61	 Italy	 <=50K
148	66	 State-gov	 Preschool	8	 Married-civ-spouse	 Prof-specialty	 Own-child	 Other	 Female	50823	2130	30	 Germany	 <=50K
149	70	 State-gov	 Bachelors	11	 Married-spouse-absent	 Protective-serv	 Unmarried	 Asian-Pac-Islander	 Female	21424	1828	29	 Haiti	 <=50K
150	36	 Private	 5th-6th	11	 Married-AF-spouse	 Priv-house-serv	 Own-child	 Black	 Female	41037	2865	55	 Guatemala	 <=50K
151	46	 Self-emp-inc	 Preschool	7	 Separated	 Protective-serv	 Other-relative	 Other	 Male	69196	949	19	 Jamaica	 >50K
152	62	 Self-emp-not-inc	 HS-grad	5	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Female	39388	2080	48	 Honduras	 <=50K
153	84	 Self-emp-not-inc	 12th	10	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Black	 Female	5567	2680	47	 Jamaica	 >50K
154	30	 Local-gov	 HS-grad	10	 Married-civ-spouse	 Other-service	 Other-relative	 Asian-Pac-Islander	 Male	80714	1939	30	 Jamaica	 >50K
155	54	 Self-emp-inc	 Doctorate	9	 Married-civ-spouse	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Female	66728	3101	74	 England	 <=50K
156	69	 Private	 1st-4th	11	 Married-civ-spouse	 Handlers-cleaners	 Other-relative	 Asian-Pac-Islander	 Female	29625	2943	79	 Guatemala	 <=50K
157	81	 Self-emp-inc	 5th-6th	11	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Asian-Pac-Islander	 Female	32202	2181	54	 Peru	 >50K
158	44	 Self-emp-inc	 Preschool	7	 Never-married	 Priv-house-serv	 Own-child	 Asian-Pac-Islander	 Female	63611	1207	18	 Holand-Netherlands	 >50K
159	67	 Local-gov	 Assoc-acdm	11	 Separated	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Male	38503	1766	23	 Portugal	 >50K
160	61	 Private	 Doctorate	9	 Separated	 Other-service	 Not-in-family	 Other	 Male	26488	1323	50	 Philippines	 >50K
161	59	 State-gov	 Masters	7	 Married-civ-spouse	 Other-service	 Own-child	 Black	 Female	62782	1209	35	 Peru	 <=50K
162	40	 Self-emp-inc	 Preschool	7	 Never-married	 Priv-house-serv	 Other-relative	 Other	 Male	65758	326	17	 Ireland	 >50K
163	41	 Self-emp-inc	 5th-6th	5	 Never-married	 Farming-fishing	 Other-relative	 Other	 Male	67176	3399	69	 Peru	 >50K
164	62	 Self-emp-not-inc	 Bachelors	11	 Married-civ-spouse	 Other-service	 Unmarried	 Other	 Female	57190	2569	23	 Nicaragua	 >50K
165	57	 Self-emp-not-inc	 HS-grad	8	 Divorced	 Other-service	 Unmarried	 Asian-Pac-Islander	 Female	84462	3060	27	 Haiti	 <=50K
166	65	 Local-gov	 Assoc-acdm	12	 Married-civ-spouse	 Farming-fishing	 Other-relative	 Black	 Male	54846	1575	58	 India	 <=50K
167	63	 Local-gov	 5th-6th	13	 Never-married	 Prof-specialty	 Own-child	 Asian-Pac-Islander	 Male	28766	1580	38	 India	 <=50K
168	69	 Private	 7th-8th	8	 Married-AF-spouse	 Exec-managerial	 Own-child	 Other	 Female	65652	3460	68	 Jamaica	 >50K
169	80	 Local-gov	 1st-4th	7	 Separated	 Exec-managerial	 Other-relative	 Asian-Pac-Islander	 Male	17166	2096	73	 Haiti	 <=50K
170	68	 Self-emp-not-inc	 Assoc-voc	9	 Never-married	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Female	51974	1860	40	 Hungary	 <=50K
171	76	 Self-emp-inc	 Doctorate	12	 Never-married	 Prof-specialty	 Own-child	 Asian-Pac-Islander	 Male	13956	801	44	 Hungary	 <=50K
172	62	 Local-gov	 12th	8	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Black	 Male	57347	3895	88	 Jamaica	 <=50K
173	72	 Self-emp-not-inc	 12th	8	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Female	27093	3102	90	 Holand-Netherlands	 <=50K
174	40	 State-gov	 Preschool	10	 Married-AF-spouse	 Prof-specialty	 Unmarried	 Asian-Pac-Islander	 Female	87800	2531	20	 Hong	 <=50K
175	26	 Self-emp-inc	 Assoc-voc	7	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Male	60093	2394	79	 Italy	 <=50K
176	24	 Self-emp-inc	 HS-grad	6	 Married-AF-spouse	 Machine-op-inspct	 Own-child	 Other	 Female	90379	3390	70	 Hong	 <=50K
177	35	 State-gov	 Masters	4	 Married-spouse-absent	 Other-service	 Own-child	 Other	 Female	76886	2280	24	 Jamaica	 <=50K
178	63	 State-gov	 HS-grad	10	 Married-AF-spouse	 Prof-specialty	 Own-child	 Black	 Female	69414	1031	32	 El-Salvador	 <=50K
179	46	 Self-emp-inc	 7th-8th	10	 Married-AF-spouse	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Female	40328	1160	26	 Laos	 <=50K
180	48	 State-gov	 Assoc-acdm	8	 Married-spouse-absent	 Other-service	 Own-child	 Black	 Female	59268	1315	20	 Scotland	 >50K
181	74	 Self-emp-not-inc	 Doctorate	8	 Married-civ-spouse	 Other-service	 Own-child	 Black	 Female	35645	2620	68	 Dominican-Republic	 <=50K
