	age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	income
71	49	 Self-emp-not-inc	 Assoc-acdm	10	 Married-spouse-absent	 Handlers-cleaners	 Unmarried	 Black	 Female	70005	2286	72	 Ireland	 >50K
72	33	 State-gov	 HS-grad	9	 Married-civ-spouse	 Farming-fishing	 Own-child	 Asian-Pac-Islander	 Female	24171	2981	68	 Iran	 <=50K
73	69	 Self-emp-inc	 9th	8	 Married-civ-spouse	 Prof-specialty	 Not-in-family	 Asian-Pac-Islander	 Male	58000	1725	21	 Jamaica	 >50K
74	57	 Self-emp-inc	 9th	9	 Married-spouse-absent	 Other-service	 Other-relative	 Black	 Male	11053	1843	38	 Jamaica	 <=50K
75	67	 Self-emp-inc	 1st-4th	9	 Married-spouse-absent	 Farming-fishing	 Not-in-family	 Black	 Male	66612	1065	14	 India	 >50K
76	52	 Self-emp-inc	 Assoc-acdm	7	 Married-civ-spouse	 Exec-managerial	 Other-relative	 Black	 Female	55466	2379	29	 Poland	 >50K
77	62	 Private	 Masters	13	 Separated	 Priv-house-serv	 Not-in-family	 Black	 Male	74448	1380	48	 El-Salvador	 <=50K
78	48	 Self-emp-not-inc	 Assoc-voc	11	 Married-spouse-absent	 Exec-managerial	 Not-in-family	 Black	 Male	42095	895	15	 Honduras	 <=50K
79	40	 Self-emp-inc	 Doctorate	6	 Married-civ-spouse	 Other-service	 Other-relative	 Black	 Male	11115	2927	69	 Nicaragua	 <=50K
80	59	 Private	 9th	6	 Married-civ-spouse	 Handlers-cleaners	 Not-in-family	 Black	 Male	61428	1692	22	 Mexico	 >50K
81	73	 Self-emp-not-inc	 1st-4th	8	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Other	 Female	57522	1965	45	 Portugal	 <=50K
82	64	 Private	 7th-8th	11	 Separated	 Other-service	 Own-child	 Black	 Male	85360	1322	30	 El-Salvador	 >50K
83	46	 Private	 7th-8th	10	 Never-married	 Exec-managerial	 Unmarried	 Black	 Male	66355	1710	39	 Guatemala	 >50K
84	48	 Private	 Assoc-voc	8	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Male	91681	692	60	 Hungary	 <=50K
85	81	 Self-emp-not-inc	 Assoc-acdm	6	 Married-civ-spouse	 Prof-specialty	 Own-child	 Black	 Male	46163	3502	54	 Portugal	 >50K
86	41	 Self-emp-not-inc	 Bachelors	10	 Married-spouse-absent	 Handlers-cleaners	 Not-in-family	 Asian-Pac-Islander	 Female	38467	2539	44	 India	 <=50K
87	59	 Self-emp-inc	 9th	7	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Black	 Female	64125	2402	44	 Peru	 >50K
88	49	 Self-emp-not-inc	 Assoc-voc	7	 Married-civ-spouse	 Protective-serv	 Other-relative	 Asian-Pac-Islander	 Female	26863	3154	61	 Hong	 >50K
89	62	 Self-emp-inc	 Bachelors	5	 Married-AF-spouse	 Prof-specialty	 Other-relative	 Other	 Female	26207	3590	55	 Taiwan	 >50K
90	76	 Local-gov	 5th-6th	7	 Married-spouse-absent	 Other-service	 Not-in-family	 Black	 Male	75189	1911	29	 Outlying-US(Guam-USVI-etc)	 >50K
91	42	 Self-emp-inc	 Assoc-voc	12	 Never-married	 Machine-op-inspct	 Not-in-family	 Black	 Male	40494	606	39	 Honduras	 <=50K
92	67	 Self-emp-inc	 Bachelors	7	 Married-spouse-absent	 Sales	 Not-in-family	 Asian-Pac-Islander	 Female	32529	2198	58	 Hungary	 <=50K
93	43	 Self-emp-inc	 7th-8th	8	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Black	 Male	62769	2029	64	 England	 >50K
94	61	 Self-emp-not-inc	 7th-8th	8	 Married-AF-spouse	 Machine-op-inspct	 Other-relative	 Black	 Female	56847	2470	69	 Philippines	 >50K
95	37	 State-gov	 HS-grad	10	 Married-civ-spouse	 Handlers-cleaners	 Not-in-family	 Asian-Pac-Islander	 Female	28909	2380	50	 Hong	 <=50K
96	53	 Self-emp-not-inc	 Bachelors	7	 Married-spouse-absent	 Protective-serv	 Other-relative	 Asian-Pac-Islander	 Female	11259	3327	47	 Outlying-US(Guam-USVI-etc)	 <=50K
97	64	 Self-emp-inc	 7th-8th	9	 Married-spouse-absent	 Priv-house-serv	 Not-in-family	 Black	 Male	38246	2273	42	 Ireland	 >50K
98	51	 Self-emp-inc	 7th-8th	5	 Married-civ-spouse	 Machine-op-inspct	 Unmarried	 Other	 Male	59287	2808	71	 Iran	 >50K
99	34	 Self-emp-not-inc	 HS-grad	7	 Married-AF-spouse	 Exec-managerial	 Unmarried	 Black	 Female	34649	2775	68	 Laos	 <=50K
100	55	 State-gov	 9th	8	 Married-civ-spouse	 Exec-managerial	 Own-child	 Black	 Female	48112	2100	23	 Mexico	 >50K
101	35	 Self-emp-not-inc	 Bachelors	7	 Married-civ-spouse	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Female	49465	1925	62	 Iran	 <=50K
102	37	 Self-emp-inc	 Doctorate	7	 Married-spouse-absent	 Farming-fishing	 Own-child	 Asian-Pac-Islander	 Male	64746	2413	72	 France	 <=50K
103	62	 Private	 9th	8	 Married-spouse-absent	 Machine-op-inspct	 Other-relative	 Black	 Male	85694	1289	42	 Ireland	 >50K
104	70	 Self-emp-not-inc	 7th-8th	12	 Never-married	 Other-service	 Other-relative	 Asian-Pac-Islander	 Female	75773	1327	36	 Italy	 >50K
105	70	 Self-emp-not-inc	 Assoc-acdm	8	 Never-married	 Handlers-cleaners	 Unmarried	 Other	 Female	49226	2759	28	 Peru	 >50K
106	44	 Private	 Doctorate	6	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Other	 Male	30554	2205	42	 Ireland	 <=50K
107	67	 Private	 5th-6th	9	 Never-married	 Protective-serv	 Not-in-family	 Asian-Pac-Islander	 Male	83441	1772	36	 Haiti	 >50K
108	40	 Local-gov	 Masters	5	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Black	 Male	40009	2714	33	 Honduras	 <=50K
109	49	 Self-emp-inc	 Assoc-voc	13	 Separated	 Prof-specialty	 Unmarried	 Asian-Pac-Islander	 Female	65491	1764	47	 Dominican-Republic	 <=50K
110	31	 Private	 HS-grad	6	 Never-married	 Exec-managerial	 Own-child	 Black	 Female	70179	2677	44	 Greece	 <=50K
111	80	 Private	 7th-8th	9	 Never-married	 Priv-house-serv	 Other-relative	 Black	 Female	80610	1448	46	 Peru	 >50K
112	35	 Self-emp-not-inc	 Bachelors	11	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Black	 Male	52033	2159	47	 Hungary	 >50K
113	44	 Self-emp-inc	 Assoc-acdm	5	 Married-civ-spouse	 Sales	 Other-relative	 Asian-Pac-Islander	 Female	23838	2677	68	 Mexico	 <=50K
114	35	 Private	 Bachelors	11	 Never-married	 Exec-managerial	 Other-relative	 Asian-Pac-Islander	 Male	64569	1153	37	 France	 <=50K
115	37	 State-gov	 HS-grad	6	 Married-AF-spouse	 Farming-fishing	 Unmarried	 Black	 Female	19925	3674	75	 Poland	 <=50K
116	32	 Private	 HS-grad	6	 Married-civ-spouse	 Exec-managerial	 Own-child	 Other	 Male	40043	2724	34	 Germany	 >50K
117	34	 Private	 Bachelors	8	 Married-spouse-absent	 Handlers-cleaners	 Not-in-family	 Black	 Male	81425	643	49	 Greece	 <=50K
118	28	 Private	 Masters	6	 Married-civ-spouse	 Handlers-cleaners	 Other-relative	 Black	 Female	42886	2882	78	 Greece	 <=50K
119	41	 Self-emp-inc	 9th	12	 Married-spouse-absent	 Protective-serv	 Not-in-family	 Asian-Pac-Islander	 Female	62081	834	62	 France	 <=50K
120	44	 Private	 Bachelors	7	 Married-spouse-absent	 Sales	 Other-relative	 Black	 Female	33375	2374	57	 England	 <=50K
121	57	 Self-emp-inc	 Doctorate	11	 Never-married	 Priv-house-serv	 Own-child	 Other	 Male	43354	1906	60	 Hungary	 >50K
122	52	 Self-emp-inc	 Assoc-acdm	9	 Never-married	 Other-service	 Own-child	 Black	 Male	62444	2353	74	 Mexico	 >50K
123	38	 Self-emp-not-inc	 Assoc-voc	9	 Married-spouse-absent	 Machine-op-inspct	 Unmarried	 Black	 Female	37529	2106	46	 Jamaica	 <=50K
124	45	 Self-emp-not-inc	 7th-8th	6	 Married-AF-spouse	 Farming-fishing	 Own-child	 Other	 Female	56149	1916	69	 Portugal	 >50K
125	51	 Self-emp-not-inc	 Assoc-voc	10	 Married-civ-spouse	 Handlers-cleaners	 Other-relative	 Black	 Female	66373	2316	66	 Japan	 >50K
126	53	 Self-emp-not-inc	 7th-8th	10	 Married-spouse-absent	 Farming-fishing	 Own-child	 Other	 Male	74310	1398	20	 Guatemala	 >50K
127	32	 Private	 HS-grad	6	 Married-civ-spouse	 Handlers-cleaners	 Own-child	 Black	 Female	44422	3639	73	 Italy	 >50K
128	51	 Self-emp-inc	 Assoc-acdm	12	 Never-married	 Sales	 Own-child	 Asian-Pac-Islander	 Female	77788	1779	74	 Holand-Netherlands	 <=50K
129	59	 Self-emp-inc	 Assoc-acdm	7	 Married-spouse-absent	 Handlers-cleaners	 Other-relative	 Black	 Female	76987	2813	44	 Laos	 >50K
130	56	 Self-emp-inc	 Assoc-acdm	6	 Married-civ-spouse	 Armed-Forces	 Other-relative	 Other	 Male	55701	2272	35	 South	 >50K
131	38	 Local-gov	 Bachelors	8	 Married-spouse-absent	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Male	30345	1681	30	 Dominican-Republic	 <=50K
132	60	 Local-gov	 Bachelors	6	 Married-spouse-absent	 Prof-specialty	 Not-in-family	 Other	 Male	69160	1337	34	 Ireland	 <=50K
133	54	 Private	 Bachelors	10	 Never-married	 Priv-house-serv	 Own-child	 Black	 Male	73868	1588	43	 Germany	 <=50K
134	52	 Private	 HS-grad	9	 Never-married	 Priv-house-serv	 Other-relative	 Black	 Female	64676	1917	36	 Guatemala	 >50K
135	58	 Self-emp-not-inc	 Assoc-voc	9	 Never-married	 Handlers-cleaners	 Unmarried	 Black	 Female	60366	2735	43	 Hungary	 >50K
136	44	 Self-emp-not-inc	 9th	8	 Married-civ-spouse	 Farming-fishing	 Unmarried	 Other	 Female	20416	3062	78	 Outlying-US(Guam-USVI-etc)	 >50K
137	60	 Private	 HS-grad	8	 Married-spouse-absent	 Handlers-cleaners	 Unmarried	 Other	 Female	84103	2575	23	 India	 >50K
138	34	 Private	 Doctorate	10	 Never-married	 Priv-house-serv	 Unmarried	 Asian-Pac-Islander	 Male	26176	2751	77	 Germany	 <=50K
139	57	 Local-gov	 Assoc-acdm	7	 Never-married	 Machine-op-inspct	 Other-relative	 Black	 Male	65643	1043	41	 Ecuador	 <=50K
140	72	 Private	 9th	4	 Married-civ-spouse	 Priv-house-serv	 Not-in-family	 Black	 Male	52188	2958	40	 Scotland	 >50K
141	44	 Self-emp-not-inc	 Assoc-acdm	8	 Married-civ-spouse	 Priv-house-serv	 Unmarried	 Black	 Male	23920	2862	81	 Guatemala	 <=50K
142	63	 Local-gov	 7th-8th	6	 Never-married	 Prof-specialty	 Not-in-family	 Black	 Male	51999	917	34	 Peru	 <=50K
143	39	 Self-emp-inc	 Assoc-voc	8	 Married-civ-spouse	 Priv-house-serv	 Other-relative	 Asian-Pac-Islander	 Female	25593	2272	80	 Jamaica	 <=50K
144	39	 State-gov	 Assoc-voc	7	 Married-AF-spouse	 Craft-repair	 Unmarried	 Other	 Female	45940	3035	68	 Poland	 >50K
145	72	 Local-gov	 1st-4th	8	 Married-spouse-absent	 Handlers-cleaners	 Not-in-family	 Black	 Male	82019	1243	28	 Mexico	 >50K
146	70	 Self-emp-not-inc	 Assoc-acdm	10	 Never-married	 Machine-op-inspct	 Unmarried	 Other	 Female	81926	2159	34	 Philippines	 >50K
147	30	 Self-emp-inc	 Bachelors	7	 Married-civ-spouse	 Farming-fishing	 Not-in-family	 Asian-Pac-Islander	 Male	19148	2055	47	 Mexico	 <=50K
148	53	 Self-emp-not-inc	 Assoc-acdm	9	 Married-civ-spouse	 Exec-managerial	 Own-child	 Black	 Female	61116	1974	22	 Outlying-US(Guam-USVI-etc)	 >50K
149	58	 Self-emp-inc	 9th	8	 Married-civ-spouse	 Sales	 Unmarried	 Black	 Female	53488	3041	79	 Guatemala	 >50K
150	52	 Private	 Assoc-voc	12	 Never-married	 Other-service	 Not-in-family	 Asian-Pac-Islander	 Female	82870	1420	47	 Hong	 <=50K
151	47	 Local-gov	 Doctorate	7	 Never-married	 Other-service	 Other-relative	 Black	 Female	59493	2519	38	 Honduras	 <=50K
152	48	 Self-emp-not-inc	 HS-grad	13	 Separated	 Handlers-cleaners	 Own-child	 Black	 Female	40318	2070	41	 Haiti	 <=50K
153	44	 Self-emp-inc	 Bachelors	12	 Never-married	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Male	32852	1434	63	 France	 <=50K
154	22	 Self-emp-inc	 HS-grad	7	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Asian-Pac-Islander	 Female	43484	2052	60	 El-Salvador	 <=50K
155	54	 Self-emp-inc	 Assoc-acdm	5	 Married-civ-spouse	 Farming-fishing	 Unmarried	 Other	 Female	26493	2929	48	 Nicaragua	 >50K
156	50	 Private	 Doctorate	5	 Married-civ-spouse	 Prof-specialty	 Not-in-family	 Black	 Male	22636	2809	78	 Hungary	 <=50K
157	47	 State-gov	 Bachelors	7	 Married-civ-spouse	 Farming-fishing	 Unmarried	 Other	 Female	44687	3134	48	 Japan	 >50K
158	62	 Self-emp-not-inc	 Bachelors	12	 Never-married	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Male	71647	1927	49	 Iran	 <=50K
159	70	 Private	 9th	7	 Married-spouse-absent	 Protective-serv	 Other-relative	 Black	 Male	44118	1708	47	 Laos	 <=50K
160	28	 Self-emp-inc	 HS-grad	6	 Married-AF-spouse	 Machine-op-inspct	 Other-relative	 Asian-Pac-Islander	 Male	9504	2991	75	 Hong	 <=50K
161	28	 Private	 HS-grad	7	 Married-civ-spouse	 Handlers-cleaners	 Other-relative	 Black	 Female	32817	3250	73	 Japan	 >50K
162	30	 Private	 Preschool	7	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Asian-Pac-Islander	 Female	39788	3383	68	 Iran	 <=50K
163	67	 Private	 Assoc-acdm	11	 Separated	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Female	75253	1399	28	 Jamaica	 >50K
164	40	 Private	 Masters	8	 Separated	 Other-service	 Own-child	 Black	 Male	53656	2437	29	 El-Salvador	 <=50K
165	46	 Self-emp-not-inc	 HS-grad	13	 Married-spouse-absent	 Exec-managerial	 Other-relative	 Black	 Male	50399	1617	37	 Haiti	 >50K
166	56	 Self-emp-inc	 1st-4th	7	 Married-civ-spouse	 Other-service	 Unmarried	 Black	 Male	33189	2614	73	 Italy	 >50K
167	24	 Self-emp-not-inc	 Assoc-acdm	8	 Married-civ-spouse	 Farming-fishing	 Own-child	 Asian-Pac-Islander	 Female	32917	1958	69	 Germany	 <=50K
168	65	 Self-emp-not-inc	 Assoc-voc	11	 Married-spouse-absent	 Priv-house-serv	 Own-child	 Black	 Female	66192	1464	46	 Hong	 <=50K
169	45	 Private	 Doctorate	4	 Married-civ-spouse	 Priv-house-serv	 Unmarried	 Other	 Female	28629	3667	85	 Ireland	 <=50K
170	35	 Self-emp-not-inc	 Bachelors	7	 Married-civ-spouse	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Female	5581	2467	61	 Laos	 <=50K
171	63	 Private	 Assoc-voc	9	 Never-married	 Prof-specialty	 Other-relative	 Black	 Female	45041	2020	43	 Iran	 <=50K
172	36	 Self-emp-not-inc	 Assoc-voc	7	 Married-civ-spouse	 Priv-house-serv	 Not-in-family	 Asian-Pac-Islander	 Female	25986	2122	73	 Italy	 <=50K
173	39	 Self-emp-inc	 Masters	11	 Married-spouse-absent	 Farming-fishing	 Other-relative	 Black	 Male	64570	1962	60	 Hungary	 <=50K
174	82	 Self-emp-inc	 12th	10	 Married-spouse-absent	 Prof-specialty	 Other-relative	 Black	 Male	82224	1232	31	 Outlying-US(Guam-USVI-etc)	 >50K
175	58	 Self-emp-not-inc	 1st-4th	11	 Married-spouse-absent	 Priv-house-serv	 Other-relative	 Black	 Male	58336	1071	42	 Guatemala	 <=50K
176	54	 Private	 9th	9	 Married-spouse-absent	 Machine-op-inspct	 Own-child	 Black	 Female	75003	2456	49	 Germany	 >50K
177	56	 Private	 9th	7	 Married-spouse-absent	 Protective-serv	 Other-relative	 Black	 Male	28394	2100	60	 Mexico	 <=50K
